iid,id,gender,pid,match,age,field,race,from,income,goal,date,career,exphappy,expnum,satis_2,from_upper
114,3,0,124,0,20,"Economics, English",1,new york,,2,7,NA,6,,4,new york
114,3,0,125,0,20,"Economics, English",1,new york,,2,7,NA,6,,4,new york
114,3,0,126,0,20,"Economics, English",1,new york,,2,7,NA,6,,4,new york
114,3,0,127,0,20,"Economics, English",1,new york,,2,7,NA,6,,4,new york
114,3,0,128,1,20,"Economics, English",1,new york,,2,7,NA,6,,4,new york
114,3,0,129,0,20,"Economics, English",1,new york,,2,7,NA,6,,4,new york
114,3,0,130,0,20,"Economics, English",1,new york,,2,7,NA,6,,4,new york
114,3,0,131,0,20,"Economics, English",1,new york,,2,7,NA,6,,4,new york
115,4,0,122,0,21,psychology,2,new york,27094,1,5,Psychologist,3,12,6,new york
115,4,0,123,0,21,psychology,2,new york,27094,1,5,Psychologist,3,12,6,new york
115,4,0,124,0,21,psychology,2,new york,27094,1,5,Psychologist,3,12,6,new york
115,4,0,125,1,21,psychology,2,new york,27094,1,5,Psychologist,3,12,6,new york
115,4,0,126,0,21,psychology,2,new york,27094,1,5,Psychologist,3,12,6,new york
115,4,0,127,1,21,psychology,2,new york,27094,1,5,Psychologist,3,12,6,new york
115,4,0,128,1,21,psychology,2,new york,27094,1,5,Psychologist,3,12,6,new york
115,4,0,129,0,21,psychology,2,new york,27094,1,5,Psychologist,3,12,6,new york
115,4,0,130,0,21,psychology,2,new york,27094,1,5,Psychologist,3,12,6,new york
115,4,0,131,0,21,psychology,2,new york,27094,1,5,Psychologist,3,12,6,new york
116,5,0,122,1,21,political science,2,NA,,1,1,Other,7,20,6,france
116,5,0,123,0,21,political science,2,NA,,1,1,Other,7,20,6,france
116,5,0,124,0,21,political science,2,NA,,1,1,Other,7,20,6,france
116,5,0,125,1,21,political science,2,NA,,1,1,Other,7,20,6,france
116,5,0,126,0,21,political science,2,NA,,1,1,Other,7,20,6,france
116,5,0,127,1,21,political science,2,NA,,1,1,Other,7,20,6,france
116,5,0,128,0,21,political science,2,NA,,1,1,Other,7,20,6,france
116,5,0,129,1,21,political science,2,NA,,1,1,Other,7,20,6,france
116,5,0,130,0,21,political science,2,NA,,1,1,Other,7,20,6,france
116,5,0,131,0,21,political science,2,NA,,1,1,Other,7,20,6,france
117,6,0,122,0,21,"Economics, Sociology",2,new york,57213,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,4,5,new york
117,6,0,123,0,21,"Economics, Sociology",2,new york,57213,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,4,5,new york
117,6,0,124,0,21,"Economics, Sociology",2,new york,57213,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,4,5,new york
117,6,0,125,1,21,"Economics, Sociology",2,new york,57213,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,4,5,new york
117,6,0,126,0,21,"Economics, Sociology",2,new york,57213,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,4,5,new york
117,6,0,127,0,21,"Economics, Sociology",2,new york,57213,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,4,5,new york
117,6,0,128,0,21,"Economics, Sociology",2,new york,57213,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,4,5,new york
117,6,0,129,0,21,"Economics, Sociology",2,new york,57213,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,4,5,new york
117,6,0,130,0,21,"Economics, Sociology",2,new york,57213,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,4,5,new york
117,6,0,131,0,21,"Economics, Sociology",2,new york,57213,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,4,5,new york
119,10,0,122,0,19,Polish,3,NA,,1,3,lawyer,4,15,5,puerto rico
119,10,0,123,0,19,Polish,3,NA,,1,3,lawyer,4,15,5,puerto rico
119,10,0,124,0,19,Polish,3,NA,,1,3,lawyer,4,15,5,puerto rico
119,10,0,125,1,19,Polish,3,NA,,1,3,lawyer,4,15,5,puerto rico
119,10,0,126,0,19,Polish,3,NA,,1,3,lawyer,4,15,5,puerto rico
119,10,0,127,1,19,Polish,3,NA,,1,3,lawyer,4,15,5,puerto rico
119,10,0,128,1,19,Polish,3,NA,,1,3,lawyer,4,15,5,puerto rico
119,10,0,129,1,19,Polish,3,NA,,1,3,lawyer,4,15,5,puerto rico
119,10,0,130,1,19,Polish,3,NA,,1,3,lawyer,4,15,5,puerto rico
119,10,0,131,0,19,Polish,3,NA,,1,3,lawyer,4,15,5,puerto rico
120,11,0,122,1,20,English,3,new york,42390,5,4,Journalism,3,5,2,new york
120,11,0,123,0,20,English,3,new york,42390,5,4,Journalism,3,5,2,new york
120,11,0,124,0,20,English,3,new york,42390,5,4,Journalism,3,5,2,new york
120,11,0,125,1,20,English,3,new york,42390,5,4,Journalism,3,5,2,new york
120,11,0,126,0,20,English,3,new york,42390,5,4,Journalism,3,5,2,new york
120,11,0,127,0,20,English,3,new york,42390,5,4,Journalism,3,5,2,new york
120,11,0,128,1,20,English,3,new york,42390,5,4,Journalism,3,5,2,new york
120,11,0,129,0,20,English,3,new york,42390,5,4,Journalism,3,5,2,new york
120,11,0,130,1,20,English,3,new york,42390,5,4,Journalism,3,5,2,new york
120,11,0,131,0,20,English,3,new york,42390,5,4,Journalism,3,5,2,new york
121,12,0,122,0,21,psychology and english,2,tennessee,43636,5,7,Academic/Research,2,0,3,tennessee
121,12,0,123,0,21,psychology and english,2,tennessee,43636,5,7,Academic/Research,2,0,3,tennessee
121,12,0,124,0,21,psychology and english,2,tennessee,43636,5,7,Academic/Research,2,0,3,tennessee
121,12,0,125,0,21,psychology and english,2,tennessee,43636,5,7,Academic/Research,2,0,3,tennessee
121,12,0,126,0,21,psychology and english,2,tennessee,43636,5,7,Academic/Research,2,0,3,tennessee
121,12,0,127,0,21,psychology and english,2,tennessee,43636,5,7,Academic/Research,2,0,3,tennessee
121,12,0,128,0,21,psychology and english,2,tennessee,43636,5,7,Academic/Research,2,0,3,tennessee
121,12,0,129,0,21,psychology and english,2,tennessee,43636,5,7,Academic/Research,2,0,3,tennessee
121,12,0,130,0,21,psychology and english,2,tennessee,43636,5,7,Academic/Research,2,0,3,tennessee
121,12,0,131,0,21,psychology and english,2,tennessee,43636,5,7,Academic/Research,2,0,3,tennessee
122,1,1,112,1,22,Law,6,new york,57887,1,3,lawyer,6,10,5,new york
122,1,1,113,0,22,Law,6,new york,57887,1,3,lawyer,6,10,5,new york
122,1,1,114,0,22,Law,6,new york,57887,1,3,lawyer,6,10,5,new york
122,1,1,115,0,22,Law,6,new york,57887,1,3,lawyer,6,10,5,new york
122,1,1,116,1,22,Law,6,new york,57887,1,3,lawyer,6,10,5,new york
122,1,1,117,0,22,Law,6,new york,57887,1,3,lawyer,6,10,5,new york
122,1,1,119,0,22,Law,6,new york,57887,1,3,lawyer,6,10,5,new york
122,1,1,120,1,22,Law,6,new york,57887,1,3,lawyer,6,10,5,new york
122,1,1,121,0,22,Law,6,new york,57887,1,3,lawyer,6,10,5,new york
122,1,1,,0,22,Law,6,new york,57887,1,3,lawyer,6,10,5,new york
123,2,1,112,0,18,Biomedical Engineering,4,louisiana,30768,2,5,cardiologist,5,1,5,louisiana
123,2,1,113,0,18,Biomedical Engineering,4,louisiana,30768,2,5,cardiologist,5,1,5,louisiana
123,2,1,114,0,18,Biomedical Engineering,4,louisiana,30768,2,5,cardiologist,5,1,5,louisiana
123,2,1,115,0,18,Biomedical Engineering,4,louisiana,30768,2,5,cardiologist,5,1,5,louisiana
123,2,1,116,0,18,Biomedical Engineering,4,louisiana,30768,2,5,cardiologist,5,1,5,louisiana
123,2,1,117,0,18,Biomedical Engineering,4,louisiana,30768,2,5,cardiologist,5,1,5,louisiana
123,2,1,119,0,18,Biomedical Engineering,4,louisiana,30768,2,5,cardiologist,5,1,5,louisiana
123,2,1,120,0,18,Biomedical Engineering,4,louisiana,30768,2,5,cardiologist,5,1,5,louisiana
123,2,1,121,0,18,Biomedical Engineering,4,louisiana,30768,2,5,cardiologist,5,1,5,louisiana
123,2,1,,0,18,Biomedical Engineering,4,louisiana,30768,2,5,cardiologist,5,1,5,louisiana
124,3,1,112,0,22,Economics and Political Science,4,maryland,66699,2,4,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,10,6,maryland
124,3,1,113,0,22,Economics and Political Science,4,maryland,66699,2,4,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,10,6,maryland
124,3,1,114,0,22,Economics and Political Science,4,maryland,66699,2,4,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,10,6,maryland
124,3,1,115,0,22,Economics and Political Science,4,maryland,66699,2,4,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,10,6,maryland
124,3,1,116,0,22,Economics and Political Science,4,maryland,66699,2,4,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,10,6,maryland
124,3,1,117,0,22,Economics and Political Science,4,maryland,66699,2,4,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,10,6,maryland
124,3,1,119,0,22,Economics and Political Science,4,maryland,66699,2,4,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,10,6,maryland
124,3,1,120,0,22,Economics and Political Science,4,maryland,66699,2,4,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,10,6,maryland
124,3,1,121,0,22,Economics and Political Science,4,maryland,66699,2,4,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,10,6,maryland
124,3,1,,0,22,Economics and Political Science,4,maryland,66699,2,4,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,10,6,maryland
125,4,1,112,1,21,Art History/medicine,2,new york,45360,1,3,Doctor/Medicine,6,4,7,staten island
125,4,1,113,1,21,Art History/medicine,2,new york,45360,1,3,Doctor/Medicine,6,4,7,staten island
125,4,1,114,0,21,Art History/medicine,2,new york,45360,1,3,Doctor/Medicine,6,4,7,staten island
125,4,1,115,1,21,Art History/medicine,2,new york,45360,1,3,Doctor/Medicine,6,4,7,staten island
125,4,1,116,1,21,Art History/medicine,2,new york,45360,1,3,Doctor/Medicine,6,4,7,staten island
125,4,1,117,1,21,Art History/medicine,2,new york,45360,1,3,Doctor/Medicine,6,4,7,staten island
125,4,1,119,1,21,Art History/medicine,2,new york,45360,1,3,Doctor/Medicine,6,4,7,staten island
125,4,1,120,1,21,Art History/medicine,2,new york,45360,1,3,Doctor/Medicine,6,4,7,staten island
125,4,1,121,0,21,Art History/medicine,2,new york,45360,1,3,Doctor/Medicine,6,4,7,staten island
125,4,1,,0,21,Art History/medicine,2,new york,45360,1,3,Doctor/Medicine,6,4,7,staten island
126,5,1,112,1,22,philosophy,2,new york,55080,4,6,Doctor/Medicine,6,5,6,new york
126,5,1,113,1,22,philosophy,2,new york,55080,4,6,Doctor/Medicine,6,5,6,new york
126,5,1,114,0,22,philosophy,2,new york,55080,4,6,Doctor/Medicine,6,5,6,new york
126,5,1,115,0,22,philosophy,2,new york,55080,4,6,Doctor/Medicine,6,5,6,new york
126,5,1,116,0,22,philosophy,2,new york,55080,4,6,Doctor/Medicine,6,5,6,new york
126,5,1,117,0,22,philosophy,2,new york,55080,4,6,Doctor/Medicine,6,5,6,new york
126,5,1,119,0,22,philosophy,2,new york,55080,4,6,Doctor/Medicine,6,5,6,new york
126,5,1,120,0,22,philosophy,2,new york,55080,4,6,Doctor/Medicine,6,5,6,new york
126,5,1,121,0,22,philosophy,2,new york,55080,4,6,Doctor/Medicine,6,5,6,new york
126,5,1,,0,22,philosophy,2,new york,55080,4,6,Doctor/Medicine,6,5,6,new york
127,6,1,112,1,22,Mechanical Engineering,2,massachusetts,,6,5,porn star,1,20,5,massachusetts
127,6,1,113,0,22,Mechanical Engineering,2,massachusetts,,6,5,porn star,1,20,5,massachusetts
127,6,1,114,0,22,Mechanical Engineering,2,massachusetts,,6,5,porn star,1,20,5,massachusetts
127,6,1,115,1,22,Mechanical Engineering,2,massachusetts,,6,5,porn star,1,20,5,massachusetts
127,6,1,116,1,22,Mechanical Engineering,2,massachusetts,,6,5,porn star,1,20,5,massachusetts
127,6,1,117,0,22,Mechanical Engineering,2,massachusetts,,6,5,porn star,1,20,5,massachusetts
127,6,1,119,1,22,Mechanical Engineering,2,massachusetts,,6,5,porn star,1,20,5,massachusetts
127,6,1,120,0,22,Mechanical Engineering,2,massachusetts,,6,5,porn star,1,20,5,massachusetts
127,6,1,121,0,22,Mechanical Engineering,2,massachusetts,,6,5,porn star,1,20,5,massachusetts
127,6,1,,0,22,Mechanical Engineering,2,massachusetts,,6,5,porn star,1,20,5,massachusetts
128,7,1,112,1,21,Engineering,2,connecticut,,1,3,Engineer,5,13,5,connecticut
128,7,1,113,1,21,Engineering,2,connecticut,,1,3,Engineer,5,13,5,connecticut
128,7,1,114,1,21,Engineering,2,connecticut,,1,3,Engineer,5,13,5,connecticut
128,7,1,115,1,21,Engineering,2,connecticut,,1,3,Engineer,5,13,5,connecticut
128,7,1,116,0,21,Engineering,2,connecticut,,1,3,Engineer,5,13,5,connecticut
128,7,1,117,0,21,Engineering,2,connecticut,,1,3,Engineer,5,13,5,connecticut
128,7,1,119,1,21,Engineering,2,connecticut,,1,3,Engineer,5,13,5,connecticut
128,7,1,120,1,21,Engineering,2,connecticut,,1,3,Engineer,5,13,5,connecticut
128,7,1,121,0,21,Engineering,2,connecticut,,1,3,Engineer,5,13,5,connecticut
128,7,1,,0,21,Engineering,2,connecticut,,1,3,Engineer,5,13,5,connecticut
129,8,1,112,1,,Economics,2,new jersey,,3,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10,10,6,new jersey
129,8,1,113,0,,Economics,2,new jersey,,3,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10,10,6,new jersey
129,8,1,114,0,,Economics,2,new jersey,,3,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10,10,6,new jersey
129,8,1,115,0,,Economics,2,new jersey,,3,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10,10,6,new jersey
129,8,1,116,1,,Economics,2,new jersey,,3,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10,10,6,new jersey
129,8,1,117,0,,Economics,2,new jersey,,3,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10,10,6,new jersey
129,8,1,119,1,,Economics,2,new jersey,,3,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10,10,6,new jersey
129,8,1,120,0,,Economics,2,new jersey,,3,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10,10,6,new jersey
129,8,1,121,0,,Economics,2,new jersey,,3,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10,10,6,new jersey
129,8,1,,0,,Economics,2,new jersey,,3,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,10,10,6,new jersey
130,9,1,112,0,20,Engineering,4,NA,,1,6,Other,6,1,4,"india, holland"
130,9,1,113,0,20,Engineering,4,NA,,1,6,Other,6,1,4,"india, holland"
130,9,1,114,0,20,Engineering,4,NA,,1,6,Other,6,1,4,"india, holland"
130,9,1,115,0,20,Engineering,4,NA,,1,6,Other,6,1,4,"india, holland"
130,9,1,116,0,20,Engineering,4,NA,,1,6,Other,6,1,4,"india, holland"
130,9,1,117,0,20,Engineering,4,NA,,1,6,Other,6,1,4,"india, holland"
130,9,1,119,1,20,Engineering,4,NA,,1,6,Other,6,1,4,"india, holland"
130,9,1,120,1,20,Engineering,4,NA,,1,6,Other,6,1,4,"india, holland"
130,9,1,121,0,20,Engineering,4,NA,,1,6,Other,6,1,4,"india, holland"
130,9,1,,0,20,Engineering,4,NA,,1,6,Other,6,1,4,"india, holland"
131,10,1,112,0,19,Computer Science,4,new york,17378,2,7,Other,5,0,,new york
131,10,1,113,0,19,Computer Science,4,new york,17378,2,7,Other,5,0,,new york
131,10,1,114,0,19,Computer Science,4,new york,17378,2,7,Other,5,0,,new york
131,10,1,115,0,19,Computer Science,4,new york,17378,2,7,Other,5,0,,new york
131,10,1,116,0,19,Computer Science,4,new york,17378,2,7,Other,5,0,,new york
131,10,1,117,0,19,Computer Science,4,new york,17378,2,7,Other,5,0,,new york
131,10,1,119,0,19,Computer Science,4,new york,17378,2,7,Other,5,0,,new york
131,10,1,120,0,19,Computer Science,4,new york,17378,2,7,Other,5,0,,new york
131,10,1,121,0,19,Computer Science,4,new york,17378,2,7,Other,5,0,,new york
131,10,1,,0,19,Computer Science,4,new york,17378,2,7,Other,5,0,,new york
132,1,0,137,0,27,Finance,2,california,40375,1,7,asset management,5,,7,california
132,1,0,138,0,27,Finance,2,california,40375,1,7,asset management,5,,7,california
132,1,0,139,0,27,Finance,2,california,40375,1,7,asset management,5,,7,california
132,1,0,140,1,27,Finance,2,california,40375,1,7,asset management,5,,7,california
132,1,0,141,0,27,Finance,2,california,40375,1,7,asset management,5,,7,california
133,2,0,137,0,24,electrical engineering,4,NA,,1,6,Academic/Research,5,,7,china
133,2,0,138,0,24,electrical engineering,4,NA,,1,6,Academic/Research,5,,7,china
133,2,0,139,0,24,electrical engineering,4,NA,,1,6,Academic/Research,5,,7,china
133,2,0,140,0,24,electrical engineering,4,NA,,1,6,Academic/Research,5,,7,china
133,2,0,141,0,24,electrical engineering,4,NA,,1,6,Academic/Research,5,,7,china
134,3,0,137,1,23,marine geophysics,2,new york,48929,1,5,Academic/Research,8,,6,pougkeepsie new york
134,3,0,138,0,23,marine geophysics,2,new york,48929,1,5,Academic/Research,8,,6,pougkeepsie new york
134,3,0,139,0,23,marine geophysics,2,new york,48929,1,5,Academic/Research,8,,6,pougkeepsie new york
134,3,0,140,0,23,marine geophysics,2,new york,48929,1,5,Academic/Research,8,,6,pougkeepsie new york
134,3,0,141,0,23,marine geophysics,2,new york,48929,1,5,Academic/Research,8,,6,pougkeepsie new york
135,5,0,137,0,26,theory,2,NA,,1,7,Academic/Research,6,,6,"sofia, bg"
135,5,0,138,0,26,theory,2,NA,,1,7,Academic/Research,6,,6,"sofia, bg"
135,5,0,139,0,26,theory,2,NA,,1,7,Academic/Research,6,,6,"sofia, bg"
135,5,0,140,1,26,theory,2,NA,,1,7,Academic/Research,6,,6,"sofia, bg"
135,5,0,141,1,26,theory,2,NA,,1,7,Academic/Research,6,,6,"sofia, bg"
136,6,0,137,0,,,,NA,,,,NA,,,,
136,6,0,138,1,,,,NA,,,,NA,,,,
136,6,0,139,0,,,,NA,,,,NA,,,,
136,6,0,140,0,,,,NA,,,,NA,,,,
136,6,0,141,0,,,,NA,,,,NA,,,,
137,1,1,132,0,26,Business,4,new york,78193,1,4,Real Estate,7,,,new york
137,1,1,133,0,26,Business,4,new york,78193,1,4,Real Estate,7,,,new york
137,1,1,134,1,26,Business,4,new york,78193,1,4,Real Estate,7,,,new york
137,1,1,135,0,26,Business,4,new york,78193,1,4,Real Estate,7,,,new york
137,1,1,136,0,26,Business,4,new york,78193,1,4,Real Estate,7,,,new york
138,2,1,132,0,32,MBA,2,connecticut,63351,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,,4,connecticut
138,2,1,133,0,32,MBA,2,connecticut,63351,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,,4,connecticut
138,2,1,134,0,32,MBA,2,connecticut,63351,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,,4,connecticut
138,2,1,135,0,32,MBA,2,connecticut,63351,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,,4,connecticut
138,2,1,136,1,32,MBA,2,connecticut,63351,1,3,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,,4,connecticut
139,4,1,132,0,37,engineering,4,NA,,1,6,Engineer,8,,7,taiwan
139,4,1,133,0,37,engineering,4,NA,,1,6,Engineer,8,,7,taiwan
139,4,1,134,0,37,engineering,4,NA,,1,6,Engineer,8,,7,taiwan
139,4,1,135,0,37,engineering,4,NA,,1,6,Engineer,8,,7,taiwan
139,4,1,136,0,37,engineering,4,NA,,1,6,Engineer,8,,7,taiwan
140,6,1,132,1,29,MBA,2,NA,,1,5,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,,6,europe
140,6,1,133,0,29,MBA,2,NA,,1,5,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,,6,europe
140,6,1,134,0,29,MBA,2,NA,,1,5,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,,6,europe
140,6,1,135,1,29,MBA,2,NA,,1,5,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,,6,europe
140,6,1,136,0,29,MBA,2,NA,,1,5,Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,6,,6,europe
141,10,1,132,0,28,MBA,3,NA,,1,6,mba,4,,5,colombia
141,10,1,133,0,28,MBA,3,NA,,1,6,mba,4,,5,colombia
141,10,1,134,0,28,MBA,3,NA,,1,6,mba,4,,5,colombia
141,10,1,135,1,28,MBA,3,NA,,1,6,mba,4,,5,colombia
141,10,1,136,0,28,MBA,3,NA,,1,6,mba,4,,5,colombia
142,1,0,158,0,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,159,1,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,160,0,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,161,0,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,162,0,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,163,0,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,164,0,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,165,0,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,166,0,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,167,1,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,168,1,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,169,1,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,170,0,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,171,1,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,172,1,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
142,1,0,173,1,24,political science,2,california,50745,1,5,Academic/Research,7,,8,california
143,2,0,158,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,159,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,160,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,161,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,162,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,163,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,164,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,165,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,166,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,167,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,168,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,169,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,170,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,171,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,172,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
143,2,0,173,0,33,Law,2,NA,,2,7,lawyer,6,,5,albania
144,3,0,158,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania 
144,3,0,159,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,160,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,161,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,162,1,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,163,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,164,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,165,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,166,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,167,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,168,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,169,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,170,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,171,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,172,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
144,3,0,173,0,23,Nutrition/Genetics,2,pennsylvania,29279,1,5,Academic/Research,5,,5,pennsylvania
145,4,0,158,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,159,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,160,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,161,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,162,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,163,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,164,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,165,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,166,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,167,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,168,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,169,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,170,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,171,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,172,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
145,4,0,173,0,24,Neuroscience,2,minnesota,38774,2,7,Academic/Research,5,,5,minnesota
146,5,0,158,0,36,Comparative Literature,2,new york,58802,4,7,Academic/Research,5,,,new york
